id,datetime,sentiment,text,lctext
1304034829386880000,10/09/2020 12:31,0.5,"No, Vindman knew the call itself to the Ukrainian President was â€œperfectâ€, but also knew the whistleblower report described the call incorrectly, way off. Why didnâ€™t Vindman say so? Thatâ€™s why Shifty didnâ€™t want the whistleblower to testify. A big scam! https://t.co/6MuxU8dmZ4","no, vindman knew the call itself to the ukrainian president was â€œperfectâ€, but also knew the whistleblower report described the call incorrectly, way off. why didnâ€™t vindman say so? thatâ€™s why shifty didnâ€™t want the whistleblower to testify. a big scam! https://t.co/6muxu8dmz4"
1304035325317180000,10/09/2020 12:33,1,Your mother is GREAT! https://t.co/1TeKxnvuLw,your mother is great! https://t.co/1tekxnvulw
1304036421980890000,10/09/2020 12:38,-0.2625,Governor Cuomo has completely lost control. Sad! https://t.co/Dd2ALPn8aj,governor cuomo has completely lost control. sad! https://t.co/dd2alpn8aj
1304036654588530000,10/09/2020 12:39,-0.2296875,"One of the WORST governors in the USA. Caused 11,000 deaths in nursing homes alone due to his bad moves and incompetence. At least he said I â€œdid a phenomenal jobâ€. But he didnâ€™t!!! https://t.co/6FYYHJEeQB","one of the worst governors in the usa. caused 11,000 deaths in nursing homes alone due to his bad moves and incompetence. at least he said i â€œdid a phenomenal jobâ€. but he didnâ€™t!!! https://t.co/6fyyhjeeqb"
1304037450793110000,10/09/2020 12:42,-0.291666667,"Now @FoxNews is putting on yet another loser, Jamie Weinstein, into their stable of Trump haters. People who failed for many years are now going on Fox to explain â€œTrumpâ€. Schumer puppet Chris Hahn and his twin brother, Richard Goodstein, together with cheater Donna Brazil. Bad!","now @foxnews is putting on yet another loser, jamie weinstein, into their stable of trump haters. people who failed for many years are now going on fox to explain â€œtrumpâ€. schumer puppet chris hahn and his twin brother, richard goodstein, together with cheater donna brazil. bad!"
1304038348772850000,10/09/2020 12:45,0.875,Kim Jong Un is in good health. Never underestimate him!,kim jong un is in good health. never underestimate him!
1304039852988490000,10/09/2020 12:51,0.004761905,â€œComey is a disgraced lier &amp; leaker. Two years wasted on the Russia Witch Hunt was in large part because of his failings as Director of the FBI. They refused to support the results of the 2016 Election. Part of the biggest political scandal we have ever seen.â€ @SarahHuckabee,â€œcomey is a disgraced lier &amp; leaker. two years wasted on the russia witch hunt was in large part because of his failings as director of the fbi. they refused to support the results of the 2016 election. part of the biggest political scandal we have ever seen.â€ @sarahhuckabee
1304040627332680000,10/09/2020 12:54,-0.047619048,Sending out 80 MILLION BALLOTS to people who arenâ€™t even asking for a Ballot is unfair and a total fraud in the making. Look at whatâ€™s going on right now!,sending out 80 million ballots to people who arenâ€™t even asking for a ballot is unfair and a total fraud in the making. look at whatâ€™s going on right now!
1304040990550950000,10/09/2020 12:56,0.272395833,"Obama is lucky he ran against @MittRomney, a man with very little talent or political skill, as opposed to someone who knows how to fight and win!","obama is lucky he ran against @mittromney, a man with very little talent or political skill, as opposed to someone who knows how to fight and win!"
1304041349243640000,10/09/2020 12:57,0.484090909,New Mexico will only be GREAT with President Trump. We will win! https://t.co/GOmS629dxF,new mexico will only be great with president trump. we will win! https://t.co/goms629dxf
1304042651147280000,10/09/2020 13:02,0.045833333,"Bob Woodward had my quotes for many months. If he thought they were so bad or dangerous, why didnâ€™t he immediately report them in an effort to save lives? Didnâ€™t he have an obligation to do so? No, because he knew they were good and proper answers. Calm, no panic!","bob woodward had my quotes for many months. if he thought they were so bad or dangerous, why didnâ€™t he immediately report them in an effort to save lives? didnâ€™t he have an obligation to do so? no, because he knew they were good and proper answers. calm, no panic!"
1304055016731420000,10/09/2020 13:51,0.1,"Democrats, OPEN THE SCHOOLS ( SAFELY), NOW! When schools are closed, let the money follow the child (FAMILY). Why should schools be paid when they are closed? They shouldnâ€™t!","democrats, open the schools ( safely), now! when schools are closed, let the money follow the child (family). why should schools be paid when they are closed? they shouldnâ€™t!"
1304060630656310000,10/09/2020 14:14,0.391666667,"The Democrats never even mentioned the words LAW &amp; ORDER at their National Convention. Thatâ€™s where they are coming from. If I donâ€™t win, Americaâ€™s Suburbs will be OVERRUN with Low Income Projects, Anarchists, Agitators, Looters and, of course, â€œFriendly Protestersâ€.","the democrats never even mentioned the words law &amp; order at their national convention. thatâ€™s where they are coming from. if i donâ€™t win, americaâ€™s suburbs will be overrun with low income projects, anarchists, agitators, looters and, of course, â€œfriendly protestersâ€."
1304116737273670000,10/09/2020 17:57,0.068181818,Will be doing a News Conference live from the White House at 3:00 P.M. Eastern.,will be doing a news conference live from the white house at 3:00 p.m. eastern.
1304117520429910000,10/09/2020 18:00,0,https://t.co/XB9oHtZSXX,https://t.co/xb9ohtzsxx
1304133443861840000,10/09/2020 19:03,0.068181818,Will be doing a News Conference live from the White House at 3:30 P.M. Eastern.,will be doing a news conference live from the white house at 3:30 p.m. eastern.
1304149825169080000,10/09/2020 20:08,0,https://t.co/ryHy1A2BTN,https://t.co/ryhy1a2btn
1304149938071370000,10/09/2020 20:09,0,https://t.co/wn3XxWeau2,https://t.co/wn3xxweau2
1304149994056940000,10/09/2020 20:09,0,https://t.co/N7Vv98MylC,https://t.co/n7vv98mylc
1304166554515450000,10/09/2020 21:15,0.26547619,".@ByronDonalds will be a phenomenal Congressman for the people of Florida! He strongly supports our Brave Law Enforcement, School Choice, Military, Vets and the Second Amendment! Byron is a Rising Star! He has my Complete and Total Endorsement! #FL19 https://t.co/3Geg0rG5Jd",".@byrondonalds will be a phenomenal congressman for the people of florida! he strongly supports our brave law enforcement, school choice, military, vets and the second amendment! byron is a rising star! he has my complete and total endorsement! #fl19 https://t.co/3geg0rg5jd"
1304166604972920000,10/09/2020 21:15,0.416666667,".@Kat_Cammack will be an incredible Congresswoman and leader for Florida! A Successful Businesswoman, she strongly supports our Brave First Responders &amp; Law Enforcement, Life and the Second Amendment! Kat has my Complete and Total Endorsement #FL03 https://t.co/opR9Cpd00k",".@kat_cammack will be an incredible congresswoman and leader for florida! a successful businesswoman, she strongly supports our brave first responders &amp; law enforcement, life and the second amendment! kat has my complete and total endorsement #fl03 https://t.co/opr9cpd00k"
1304166640112880000,10/09/2020 21:15,0.25,".@LaurenBoebert is a tremendous fighter for the people of Colorado! A Rising Star, Lauren is Strong on the Second Amendment, Jobs, Energy, Healthcare and our incredible Military &amp; Vets. Lauren has my Complete and Total Endorsement! #CO03 https://t.co/GBgtJACiPc",".@laurenboebert is a tremendous fighter for the people of colorado! a rising star, lauren is strong on the second amendment, jobs, energy, healthcare and our incredible military &amp; vets. lauren has my complete and total endorsement! #co03 https://t.co/gbgtjacipc"
1304166675902750000,10/09/2020 21:15,0.065873016,"Jim Bognet (@Bognet4congress) will be a tremendous advocate for Pennsylvania in Congress! He is Tough on Immigration and Crime, and he is Strong on Jobs, our Military, Vets, and the Second Amendment. Jim has my Complete and Total Endorsement! #PA08 https://t.co/C0RFGAv3fj","jim bognet (@bognet4congress) will be a tremendous advocate for pennsylvania in congress! he is tough on immigration and crime, and he is strong on jobs, our military, vets, and the second amendment. jim has my complete and total endorsement! #pa08 https://t.co/c0rfgav3fj"
