id,datetime,sentiment,text,tokens...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215401433824020000,9/01/2020 22:34,0.267857143,"Smart analysis, I fully agree! https://t.co/0YMU7GunDt",smart,analysis,i,fully,agree,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215405367229730000,9/01/2020 22:49,0,95% Approval Rating in the Republican Party. Thank you!,95,approval,rating,in,the,republican,party,thank,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215406817297080000,9/01/2020 22:55,0.395833333,"Heading to Toledo, Ohio, for first Rally of the year. Tremendous crowd. Here we go for a big 2020 Win!",heading,to,toledo,ohio,for,first,rally,of,the,year,tremendous,crowd,here,we,go,for,a,big,2020,win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215452636260060000,10/01/2020 1:57,0,"THANK YOU TOLEDO, OHIO!https://t.co/PL96KjQWat",thank,you,toledo,ohio,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215454244519710000,10/01/2020 2:04,0,"Under my administration, we will NEVER make excuses for Americaâ€™s enemies â€“ we will never hesitate in defending American lives â€“ and we will never stop working to defeat Radical Islamic Terrorism! https://t.co/022PjwhHjs",under,my,administration,we,will,never,make,excuses,for,americas,enemies,,we,will,never,hesitate,in,defending,american,lives,,and,we,will,never,stop,working,to,defeat,radical,islamic,terrorism,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,
1215455064183230000,10/01/2020 2:07,0.046875,"After years of rebuilding OTHER nations, we are finally rebuilding OUR nation. We are finally putting AMERICA FIRST! #KAG2020 https://t.co/azKL54A6BU",after,years,of,rebuilding,other,nations,we,are,finally,rebuilding,our,nation,we,are,finally,putting,america,first,#kag2020,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215457108327570000,10/01/2020 2:15,-0.025714286,"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #KAG2020 https://t.co/05XRX2odxN",democrats,are,now,the,party,of,high,taxes,high,crime,open,borders,late-term,abortion,socialism,and,blatant,corruption,the,republican,party,is,the,party,of,the,american,worker,the,american,family,and,the,american,dream,#kag2020,http://...,,,,,,,,,,,,,,,,,,,,,,
1215618152320630000,10/01/2020 12:55,0.130681818,Wow! Thank you Greg. Hope I live up to your expectations. https://t.co/jBWn1ksGo4,wow,thank,you,greg,hope,i,live,up,to,your,expectations,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215620335346810000,10/01/2020 13:04,0.325,"Great interview this morning by @foxandfriends with some of the fantastic people who attended the big Rally last night in Toledo, Ohio. Thank you. Such amazing energy!",great,interview,this,morning,by,@foxandfriends,with,some,of,the,fantastic,people,who,attended,the,big,rally,last,night,in,toledo,ohio,thank,you,such,amazing,energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215625773433990000,10/01/2020 13:25,1,I agree. Jovita will do a great job! https://t.co/3uwI4NUxBn,i,agree,jovita,will,do,a,great,job,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215626252893090000,10/01/2020 13:27,0,Thank you Mike! https://t.co/0cNENCP1h7,thank,you,mike,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215629289988780000,10/01/2020 13:39,1,We will get this done for our great Miners! https://t.co/8x3WwEo0eV,we,will,get,this,done,for,our,great,miners,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
