id,word,total_count,total_frequency,trump_count,trump_frequency
662,Missiles,1,7.41E-06,1,7.41E-06
664,bases,1,7.41E-06,1,7.41E-06
667,Assessment,1,7.41E-06,1,7.41E-06
668,casualties,1,7.41E-06,1,7.41E-06
669,damages,1,7.41E-06,1,7.41E-06
679,equipped,1,7.41E-06,1,7.41E-06
687,WINRED! https://t.co/G09J35NVVj,1,7.41E-06,1,7.41E-06
688,WINRED!,1,7.41E-06,1,7.41E-06
689,https://t.co/G09J35NVVj,1,7.41E-06,1,7.41E-06
690,"Pelosi doesnâ€™t want to hand over The Articles of Impeachment, which were fraudulently produced by corrupt politicians like Shifty Schiff in the first place, because after all of these years of investigations and persecution, they show no crimes and are a joke and a scam!",1,7.41E-06,1,7.41E-06
705,"persecution,",1,7.41E-06,1,7.41E-06
713,"Hope that all House Republicans will vote against Crazy Nancy Pelosiâ€™s War Powers Resolution. Also, remember her â€œspeed &amp, rushâ€ in getting the Impeachment Hoax voted on &amp, done. Well, she never sent the Articles to the Senate. Just another Democrat fraud. Presidential Harassment!",1,7.41E-06,1,7.41E-06
727,â€œspeed,1,7.41E-06,1,7.41E-06
728,rushâ€,1,7.41E-06,1,7.41E-06
736,Harassment!,1,7.41E-06,1,7.41E-06
737,"Breaking News: The Fifth Circuit Court of Appeals just reversed a lower court decision &amp, gave us the go ahead to build one of the largest sections of the desperately needed Southern Border Wall, Four Billion Dollars. Entire Wall is under construction or getting ready to start!",1,7.41E-06,1,7.41E-06
741,Circuit,1,7.41E-06,1,7.41E-06
752,sections,1,7.41E-06,1,7.41E-06
766,start!,1,7.41E-06,1,7.41E-06
767,"STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 409Kâ€™S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?",1,7.41E-06,1,7.41E-06
776,409Kâ€™S,1,7.41E-06,1,7.41E-06
789,U.S. Cancer Death Rate Lowest In Recorded History! A lot of good news coming out of this Administration.,1,7.41E-06,1,7.41E-06
790,Cancer,1,7.41E-06,1,7.41E-06
795,Recorded,1,7.41E-06,1,7.41E-06
800,"STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 401Kâ€™S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?",1,7.41E-06,1,7.41E-06
801,401Kâ€™S,1,7.41E-06,1,7.41E-06
802,Happy National Law Enforcement Appreciation Day! #LESM https://t.co/kNN3RetVvs,1,7.41E-06,1,7.41E-06
807,Appreciation,1,7.41E-06,1,7.41E-06
810,https://t.co/kNN3RetVvs,1,7.41E-06,1,7.41E-06
811,"Heading to Toledo, Ohio, for first Rally of the year. Tremendous crowd. Here we go for a big 2020 Win!",1,7.41E-06,1,7.41E-06
823,"Under my administration, we will NEVER make excuses for Americaâ€™s enemies â€“ we will never hesitate in defending American lives â€“ and we will never stop working to defeat Radical Islamic Terrorism! https://t.co/022PjwhHjs",1,7.41E-06,1,7.41E-06
825,"administration,",1,7.41E-06,1,7.41E-06
827,enemies,1,7.41E-06,1,7.41E-06
829,hesitate,1,7.41E-06,1,7.41E-06
836,Terrorism!,1,7.41E-06,1,7.41E-06
837,https://t.co/022PjwhHjs,1,7.41E-06,1,7.41E-06
838,"After years of rebuilding OTHER nations, we are finally rebuilding OUR nation. We are finally putting AMERICA FIRST! #KAG2020 https://t.co/azKL54A6BU",1,7.41E-06,1,7.41E-06
842,"nations,",1,7.41E-06,1,7.41E-06
850,https://t.co/azKL54A6BU,1,7.41E-06,1,7.41E-06
851,"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #KAG2020 https://t.co/05XRX2odxN",1,7.41E-06,1,7.41E-06
866,https://t.co/05XRX2odxN,1,7.41E-06,1,7.41E-06
867,"Great interview this morning by @foxandfriends with some of the fantastic people who attended the big Rally last night in Toledo, Ohio. Thank you. Such amazing energy!",1,7.41E-06,1,7.41E-06
877,"â€œ11,000 points gained in the Dow in the 3 years since the Election of President Trump. Today it may hit 29,000. That has NEVER happened before in that time frame. That has added 12.8 Trillion Dollars to the VALUE of American Business.â€ @Varneyco @FoxNews  The best is yet to come!",1,7.41E-06,1,7.41E-06
878,"â€œ11,000",1,7.41E-06,1,7.41E-06
886,"29,000.00",1,7.41E-06,1,7.41E-06
887,frame.,1,7.41E-06,1,7.41E-06
889,12.8,1,7.41E-06,1,7.41E-06
890,VALUE,1,7.41E-06,1,7.41E-06
891,Business.â€,1,7.41E-06,1,7.41E-06
895,â€œIâ€™ve been doing this for 40 years and Iâ€™ve never seen anything like this (Economy).â€ @Varneyco @foxandfriends,1,7.41E-06,1,7.41E-06
901,(Economy).â€,1,7.41E-06,1,7.41E-06
902,She will go down as perhaps the least successful Speaker in U.S. History! https://t.co/aTCkFW3pr4,1,7.41E-06,1,7.41E-06
906,https://t.co/aTCkFW3pr4,1,7.41E-06,1,7.41E-06
907,"â€œFBI Director apologizes for FISA Errors (of which there were far to many to be a coincidence!).â€ @FoxNews Chris, what about all of the lives that were ruined because of the so-called â€œerrors?â€ Are these â€œdirty copsâ€ going to pay a big price for the fraud they committed?",1,7.41E-06,1,7.41E-06
910,apologizes,1,7.41E-06,1,7.41E-06
912,Errors,1,7.41E-06,1,7.41E-06
914,coincidence!).â€,1,7.41E-06,1,7.41E-06
918,â€œerrors?â€,1,7.41E-06,1,7.41E-06
920,â€œdirty,1,7.41E-06,1,7.41E-06
921,copsâ€,1,7.41E-06,1,7.41E-06
925,committed?,1,7.41E-06,1,7.41E-06
926,"Where have the Radical Left, Do Nothing Democrats gone when they have spent the last 3 days defending the life of Qassem Soleimani, one of the worst terrorists in history and the father of the roadside bomb? He was also looking to do big future damage! Dems are â€œunhinged.â€",1,7.41E-06,1,7.41E-06
938,roadside,1,7.41E-06,1,7.41E-06
939,bomb?,1,7.41E-06,1,7.41E-06
943,damage!,1,7.41E-06,1,7.41E-06
944,â€œunhinged.â€,1,7.41E-06,1,7.41E-06
945,New polling shows that the totally partisan Impeachment Hoax is going nowhere. A vast majority want the Do Nothing Democrats to move on to other things now!,1,7.41E-06,1,7.41E-06
948,nowhere.,1,7.41E-06,1,7.41E-06
954,Nancy Pelosi will go down as the absolute worst Speaker of the House in U.S. history!,1,7.41E-06,1,7.41E-06
957,"Now the Radical Left, Do Nothing Democrats, are asking @senatemajldr Mitch McConnell to do the job that they were unable to do. They proved NOTHING but my total innocence in the House, despite the most unfair &amp; biased hearings in the history of Congress. Now they demand fairness!",1,7.41E-06,1,7.41E-06
969,innocence,1,7.41E-06,1,7.41E-06
978,fairness!,1,7.41E-06,1,7.41E-06
979,"95% Approval Rating in the Republican Party, a record. 53% Approval Rating overall (can we add 7 to 10 percent because of the Trump â€œthing?â€). Thank you!",1,7.41E-06,1,7.41E-06
984,(can,1,7.41E-06,1,7.41E-06
989,â€œthing?â€).,1,7.41E-06,1,7.41E-06
990,"The powerful Trump Wall is replacing porous, useless and ineffective barriers in the high traffic areas requested by Border Patrol. Illegal crossing are dropping as more and more Wall is being completed! #BuildingTheWall https://t.co/2kdHNSMM04",1,7.41E-06,1,7.41E-06
992,"porous,",1,7.41E-06,1,7.41E-06
993,useless,1,7.41E-06,1,7.41E-06
999,Patrol.,1,7.41E-06,1,7.41E-06
1001,crossing,1,7.41E-06,1,7.41E-06
1004,#BuildingTheWall,1,7.41E-06,1,7.41E-06
1005,https://t.co/2kdHNSMM04,1,7.41E-06,1,7.41E-06
1006,"To the brave, long-suffering people of Iran: I've stood with you since the beginning of my Presidency, and my Administration will continue to stand with you. We are following your protests closely, and are inspired by your courage.",1,7.41E-06,1,7.41E-06
1007,"brave,",1,7.41E-06,1,7.41E-06
1008,long-suffering,1,7.41E-06,1,7.41E-06
1022,"The government of Iran must allow human rights groups to monitor and report facts from the ground on the ongoing protests by the Iranian people. There can not be another massacre of peaceful protesters, nor an internet shutdown. The world is watching.",1,7.41E-06,1,7.41E-06
1034,massacre,1,7.41E-06,1,7.41E-06
1039,shutdown.,1,7.41E-06,1,7.41E-06
1041,Congratulations to the Great State of Tennessee. Youâ€™ve got yourselves a fantastic football team. Big WIN last night!,1,7.41E-06,1,7.41E-06
1048,team.,1,7.41E-06,1,7.41E-06
1052,Congratulations to @serenawilliams on another big win. She is a great player and an even greater person. Our members in Virginia (Tennis) will never forget you! https://t.co/55ZhYVTpUU,1,7.41E-06,1,7.41E-06
1053,@serenawilliams,1,7.41E-06,1,7.41E-06
1061,(Tennis),1,7.41E-06,1,7.41E-06
1063,https://t.co/55ZhYVTpUU,1,7.41E-06,1,7.41E-06
1064,"To the leaders of Iran - DO NOT KILL YOUR PROTESTERS. Thousands have already been killed or imprisoned by you, and the World is watching. More importantly, the USA is watching. Turn your internet back on and let reporters roam free! Stop the killing of your great Iranian people!",1,7.41E-06,1,7.41E-06
1067,KILL,1,7.41E-06,1,7.41E-06
1068,PROTESTERS.,1,7.41E-06,1,7.41E-06
1070,imprisoned,1,7.41E-06,1,7.41E-06
1078,free!,1,7.41E-06,1,7.41E-06
1082,"George @GStephanopoulos, ask Crazy Nancy why she allowed Adam â€œShiftyâ€ Schiff to totally make up my conversation with the Ukrainian President &amp; read his false words to Congress and the world, as though I said it? He got caught! Ask why hearing was most unfair &amp; biased in history?",1,7.41E-06,1,7.41E-06
1084,"@GStephanopoulos,",1,7.41E-06,1,7.41E-06
1099,John Kerry got caught essentially admitting that funds given ridiculously to Iran were used to fund attacks on the USA. Only a complete fool would have given that 150 Billion Dollars Plus to Iran. They then went on a Middle East Rampage! @foxandfriends @PeteHegseth,1,7.41E-06,1,7.41E-06
1103,essentially,1,7.41E-06,1,7.41E-06
1117,Rampage!,1,7.41E-06,1,7.41E-06
1119,"Michael Goodwin, New York Post: â€œTrumpâ€™s peace through strength philosophy is what America needs. His (John Kerry) claim bears no relation to reality. The Agreement didnâ€™t create opportunities for America &amp; other signatories to confront Iranâ€™s malign activities. It overlooked....",1,7.41E-06,1,7.41E-06
1122,Post:,1,7.41E-06,1,7.41E-06
1123,â€œTrumpâ€™s,1,7.41E-06,1,7.41E-06
1129,needs.,1,7.41E-06,1,7.41E-06
1131,(John,1,7.41E-06,1,7.41E-06
1132,Kerry),1,7.41E-06,1,7.41E-06
1135,relation,1,7.41E-06,1,7.41E-06
1136,reality.,1,7.41E-06,1,7.41E-06
1140,opportunities,1,7.41E-06,1,7.41E-06
1141,signatories,1,7.41E-06,1,7.41E-06
1142,confront,1,7.41E-06,1,7.41E-06
1143,Iranâ€™s,1,7.41E-06,1,7.41E-06
1144,malign,1,7.41E-06,1,7.41E-06
1146,overlooked....,1,7.41E-06,1,7.41E-06
1147,"....and then helped to fund them...And zero progress was made on curbing those activities, until Trump droned Soleimani...Plainly, Trump is not a warmonger. Heâ€™s a deal maker &amp; his record is that of someone who uses our military might as a deterrent, unleashes it with....",1,7.41E-06,1,7.41E-06
1149,them...And,1,7.41E-06,1,7.41E-06
1152,curbing,1,7.41E-06,1,7.41E-06
1155,droned,1,7.41E-06,1,7.41E-06
1156,"Soleimani...Plainly,",1,7.41E-06,1,7.41E-06
1157,warmonger.,1,7.41E-06,1,7.41E-06
1160,maker,1,7.41E-06,1,7.41E-06
1165,"deterrent,",1,7.41E-06,1,7.41E-06
1166,unleashes,1,7.41E-06,1,7.41E-06
1168,"....discretion, and only as a last resort.â€ Thank you to the great Michael Goodwin. Could not have said it better myself!",1,7.41E-06,1,7.41E-06
1169,"....discretion,",1,7.41E-06,1,7.41E-06
1170,resort.â€,1,7.41E-06,1,7.41E-06
1171,Goodwin.,1,7.41E-06,1,7.41E-06
1174,myself!,1,7.41E-06,1,7.41E-06
1175,"â€œPelosi has made a mockery of Impeachment. Her Articles are so weak. But more importantly, she thought she could extort the Senate. She couldnâ€™t.â€ @GreggJarrett @foxandfriends The Do Nothing Democrats are really run by the Radical Left. Too bad!",1,7.41E-06,1,7.41E-06
1176,â€œPelosi,1,7.41E-06,1,7.41E-06
1177,mockery,1,7.41E-06,1,7.41E-06
1182,extort,1,7.41E-06,1,7.41E-06
1183,couldnâ€™t.â€,1,7.41E-06,1,7.41E-06
1188,Great idea. This phony Impeachment Hoax should not even be allowed to proceed. Did NOTHING wrong. Just a partisan vote. Zero Republicans. Never happened before! https://t.co/47oV6z4RQc,1,7.41E-06,1,7.41E-06
1191,proceed.,1,7.41E-06,1,7.41E-06
1197,https://t.co/47oV6z4RQc,1,7.41E-06,1,7.41E-06
1198,"Why did Nervous Nancy allow corrupt politician Shifty Schiff to lie before Congress? He must be a Witness, and so should she!",1,7.41E-06,1,7.41E-06
1204,Congress?,1,7.41E-06,1,7.41E-06
1205,"Witness,",1,7.41E-06,1,7.41E-06
1206,she!,1,7.41E-06,1,7.41E-06
1207,"Why should I have the stigma of Impeachment attached to my name when I did nothing wrong. Read the Transcripts! Hose Republicans voted 195-0, plus we got three Dems. Very unfair to tens of millions of voters!",1,7.41E-06,1,7.41E-06
1212,Hose,1,7.41E-06,1,7.41E-06
1218,"Why should I have the stigma of Impeachment attached to my name when I did NOTHING wrong? Read the Transcripts! A totally partisan Hoax, never happened before. House Republicans voted 195-0, with three Dems voting with the Republicans. Very unfair to tens of millions of voters!",1,7.41E-06,1,7.41E-06
1221,"House Republicans investigating origins of the Ukraine Whistleblower complaint. ICIG Michael Atkinson facing serious questions. â€œThe Democrats know the ICIG is a major problem-didnâ€™t release his testimony. Looks so much like everything else weâ€™ve seen, from the Russia Hoax, to...",1,7.41E-06,1,7.41E-06
1228,Atkinson,1,7.41E-06,1,7.41E-06
1233,problem-didnâ€™t,1,7.41E-06,1,7.41E-06
1235,testimony.,1,7.41E-06,1,7.41E-06
1238,"seen,",1,7.41E-06,1,7.41E-06
1241,"....the Ukraine Hoax that became the Impeachment Scam. Must get the ICIG answers by Friday because this is the guy who lit the fuse. So if he wants to clear his name, prove that his office is indeed incompetent.â€ @DevinNunes @MariaBartiromo @FoxNews The ICIG never wanted proof!",1,7.41E-06,1,7.41E-06
1247,Friday,1,7.41E-06,1,7.41E-06
1249,lit,1,7.41E-06,1,7.41E-06
1250,fuse.,1,7.41E-06,1,7.41E-06
1256,incompetent.â€,1,7.41E-06,1,7.41E-06
1258,proof!,1,7.41E-06,1,7.41E-06
1259,"You canâ€™t make this up!  David Kris, a highly controversial former DOJ official, was just appointed by the FISA Court to oversee reforms to the FBIâ€™s surveillance procedures. Zero credibility. THE SWAMP! @DevinNunes  @MariaBartiromo @FoxNews",1,7.41E-06,1,7.41E-06
1263,"Kris,",1,7.41E-06,1,7.41E-06
1265,controversial,1,7.41E-06,1,7.41E-06
1268,"official,",1,7.41E-06,1,7.41E-06
1270,oversee,1,7.41E-06,1,7.41E-06
1271,reforms,1,7.41E-06,1,7.41E-06
1272,FBIâ€™s,1,7.41E-06,1,7.41E-06
1273,surveillance,1,7.41E-06,1,7.41E-06
1274,procedures.,1,7.41E-06,1,7.41E-06
1277,"Wow! Crazy Bernie Sanders is surging in the polls, looking very good against his opponents in the Do Nothing Party. So what does this all mean? Stay tuned!",1,7.41E-06,1,7.41E-06
1285,mean?,1,7.41E-06,1,7.41E-06
1288,"Many believe that by the Senate giving credence to a trial based on the no evidence, no crime, read the transcripts, â€œno pressureâ€  Impeachment Hoax, rather than an outright dismissal, it gives the partisan Democrat Witch Hunt credibility that it otherwise does not have. I agree!",1,7.41E-06,1,7.41E-06
1291,credence,1,7.41E-06,1,7.41E-06
1297,pressureâ€,1,7.41E-06,1,7.41E-06
1300,"dismissal,",1,7.41E-06,1,7.41E-06
1306,"National Security Adviser suggested today that sanctions &amp; protests have Iran â€œchoked offâ€, will force them to negotiate. Actually, I couldnâ€™t care less if they negotiate. Will be totally up to them but, no nuclear weapons and â€œdonâ€™t kill your protesters.â€",1,7.41E-06,1,7.41E-06
1312,â€œchoked,1,7.41E-06,1,7.41E-06
1313,"offâ€,",1,7.41E-06,1,7.41E-06
1322,nuclear,1,7.41E-06,1,7.41E-06
1323,weapons,1,7.41E-06,1,7.41E-06
1325,protesters.â€,1,7.41E-06,1,7.41E-06
1326,"Mini Mike Bloomberg is spending a lot of money on False Advertising. I was the person who saved Pre-Existing Conditions in your Healthcare, you have it now, while at the same time winning the fight to rid you of the expensive, unfair and very unpopular Individual  Mandate.....",1,7.41E-06,1,7.41E-06
1330,Advertising.,1,7.41E-06,1,7.41E-06
1333,Conditions,1,7.41E-06,1,7.41E-06
1344,Mandate.....,1,7.41E-06,1,7.41E-06
1345,"....and, if Republicans win in court and take back the House of Represenatives, your healthcare, that I have now brought to the best place in many years, will become the best ever, by far. I will always protect your Pre-Existing Conditions, the Dems will not!",1,7.41E-06,1,7.41E-06
1346,"....and,",1,7.41E-06,1,7.41E-06
1354,"Conditions,",1,7.41E-06,1,7.41E-06
1356,"Bernie Sanderâ€™s volunteers are trashing Elizabeth â€œPocahontusâ€ Warren. Everybody knows her campaign is dead and want her potential voters. Mini Mike B is also trying, but getting tiny crowds which are all leaving fast. Elizabeth is very angry at Bernie. Do I see a feud brewing?",1,7.41E-06,1,7.41E-06
1357,Sanderâ€™s,1,7.41E-06,1,7.41E-06
1358,volunteers,1,7.41E-06,1,7.41E-06
1361,â€œPocahontusâ€,1,7.41E-06,1,7.41E-06
1369,B,1,7.41E-06,1,7.41E-06
1370,"trying,",1,7.41E-06,1,7.41E-06
1377,feud,1,7.41E-06,1,7.41E-06
1378,brewing?,1,7.41E-06,1,7.41E-06
1379,"The Fake News Media and their Democrat Partners are working hard to determine whether or not the future attack by terrorist Soleimani was â€œeminentâ€ or not, &amp; was my team in agreement. The answer to both is a strong YES., but it doesnâ€™t really matter because of his horrible past!",1,7.41E-06,1,7.41E-06
1385,â€œeminentâ€,1,7.41E-06,1,7.41E-06
1394,"The Democrats and the Fake News are trying to make terrorist Soleimani into a wonderful guy, only because I did what should have been done for 20 years. Anything I do, whether itâ€™s the economy, military, or anything else, will be scorned by the Rafical Left, Do Nothing Democrats!",1,7.41E-06,1,7.41E-06
1404,Rafical,1,7.41E-06,1,7.41E-06
1406,"Wow! The wonderful Iranian protesters refused to step on, or in any way denigrate, our Great American Flag. It was put on the street in order for them to trample it, and they walked around it instead. Big progress!",1,7.41E-06,1,7.41E-06
1412,"denigrate,",1,7.41E-06,1,7.41E-06
1415,street,1,7.41E-06,1,7.41E-06
1416,trample,1,7.41E-06,1,7.41E-06
1420,progress!,1,7.41E-06,1,7.41E-06
1421,"The Fake News Media and their Democrat Partners are working hard to determine whether or not the future attack by terrorist Soleimani was â€œimminentâ€ or not, &amp; was my team in agreement. The answer to both is a strong YES., but it doesnâ€™t really matter because of his horrible past!",1,7.41E-06,1,7.41E-06
1422,â€œimminentâ€,1,7.41E-06,1,7.41E-06
1423,"Really Big Breaking News (Kidding): Booker, who was in zero polling territory, just dropped out of the Democrat Presidential Primary Race. Now I can rest easy tonight. I was sooo concerned that I would someday have to go head to head with him!",1,7.41E-06,1,7.41E-06
1425,(Kidding):,1,7.41E-06,1,7.41E-06
1426,"Booker,",1,7.41E-06,1,7.41E-06
1427,"territory,",1,7.41E-06,1,7.41E-06
1430,Race.,1,7.41E-06,1,7.41E-06
1436,someday,1,7.41E-06,1,7.41E-06
1439,"â€œWe demand fairnessâ€ shouts Pelosi and the Do Nothing Democrats, yet the Dems in the House wouldnâ€™t let us have 1 witness, no lawyers or even ask questions. It was the most unfair witch-hunt in the history of Congress!",1,7.41E-06,1,7.41E-06
1441,fairnessâ€,1,7.41E-06,1,7.41E-06
1442,shouts,1,7.41E-06,1,7.41E-06
1447,witch-hunt,1,7.41E-06,1,7.41E-06
1449,"I stand stronger than anyone in protecting your Healthcare with Pre-Existing Conditions. I am honored to have terminated the very unfair, costly and unpopular individual mandate for you!",1,7.41E-06,1,7.41E-06
1453,Conditions.,1,7.41E-06,1,7.41E-06
1459,mandate,1,7.41E-06,1,7.41E-06
1460,Thank you to Rick Scott. This Impeachment Hoax is an outrage! https://t.co/HYfBmtYMqF,1,7.41E-06,1,7.41E-06
1462,Scott.,1,7.41E-06,1,7.41E-06
1463,outrage!,1,7.41E-06,1,7.41E-06
1464,https://t.co/HYfBmtYMqF,1,7.41E-06,1,7.41E-06
1465,"We are helping Apple all of the time on TRADE and so many other issues, and yet they refuse to unlock phones used by killers, drug dealers  and other violent criminal elements. They will have to step up to the plate and help our great Country, NOW! MAKE AMERICA GREAT AGAIN.",1,7.41E-06,1,7.41E-06
1467,Apple,1,7.41E-06,1,7.41E-06
1471,unlock,1,7.41E-06,1,7.41E-06
1475,dealers,1,7.41E-06,1,7.41E-06
1478,elements.,1,7.41E-06,1,7.41E-06
1479,plate,1,7.41E-06,1,7.41E-06
1485,"Cryinâ€™ Chuck Schumer just said, â€œThe American people want a fair trial in the Senate.â€ True, but why didnâ€™t Nervous Nancy and Corrupt politician Adam â€œShiftyâ€ Schiff give us a fair trial in the House. It was the most lopsided &amp; unfair basement hearing in the history of Congress!",1,7.41E-06,1,7.41E-06
1490,Senate.â€,1,7.41E-06,1,7.41E-06
1495,lopsided,1,7.41E-06,1,7.41E-06
1497,GOD BLESS THE U.S.A.! https://t.co/xi2yTS5fY1,1,7.41E-06,1,7.41E-06
1500,U.S.A.!,1,7.41E-06,1,7.41E-06
1501,https://t.co/xi2yTS5fY1,1,7.41E-06,1,7.41E-06
1502,"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #TrumpMilwaukeeRally https://t.co/LAl96RE49h",1,7.41E-06,1,7.41E-06
1503,#TrumpMilwaukeeRally,1,7.41E-06,1,7.41E-06
1504,https://t.co/LAl96RE49h,1,7.41E-06,1,7.41E-06
1505,"Republicans are fighting for citizens from every background, &amp; from every race, religion, color &amp; creed. We are a movement for ALL AMERICANS who believe in fairness &amp; justice, equality &amp; dignity, opportunity &amp; safety. We are a big tent, &amp; a big party, w/ BIG IDEAS for the future! https://t.co/8Gib5eKMOF",1,7.41E-06,1,7.41E-06
1511,"religion,",1,7.41E-06,1,7.41E-06
1518,"justice,",1,7.41E-06,1,7.41E-06
1519,equality,1,7.41E-06,1,7.41E-06
1523,"tent,",1,7.41E-06,1,7.41E-06
1527,IDEAS,1,7.41E-06,1,7.41E-06
1529,https://t.co/8Gib5eKMOF,1,7.41E-06,1,7.41E-06
1530,Former National Security Adviser for President Obama said â€œPresident Trump was absolutely correctâ€ in taking out terroristist leader Soleimani. Thank you General Jones!,1,7.41E-06,1,7.41E-06
1535,correctâ€,1,7.41E-06,1,7.41E-06
1536,terroristist,1,7.41E-06,1,7.41E-06
1537,Soleimani.,1,7.41E-06,1,7.41E-06
1538,Jones!,1,7.41E-06,1,7.41E-06
1539,"Prime Minister of the United Kingdom, @BorisJohnson, stated, â€œWe should replace the Iran deal with the Trump deal.â€ I agree!",1,7.41E-06,1,7.41E-06
1543,"@BorisJohnson,",1,7.41E-06,1,7.41E-06
1544,"stated,",1,7.41E-06,1,7.41E-06
1546,deal.â€,1,7.41E-06,1,7.41E-06
1547,Steyer is running low on cash. Nobody knows him. Made his money on coal. So funny! https://t.co/vS48ta5IFr,1,7.41E-06,1,7.41E-06
1551,cash.,1,7.41E-06,1,7.41E-06
1555,funny!,1,7.41E-06,1,7.41E-06
1556,https://t.co/vS48ta5IFr,1,7.41E-06,1,7.41E-06
1557,"Now up to 187 Federal Judges, and two great new Supreme Court Justices. We are in major record territory. Hope EVERYONE is happy! https://t.co/ymEQljJyib",1,7.41E-06,1,7.41E-06
1558,187,1,7.41E-06,1,7.41E-06
1565,https://t.co/ymEQljJyib,1,7.41E-06,1,7.41E-06
1566,"I agree with him on this, 100%. But why would anyone vote Democrat? We are setting all time records with the economy! https://t.co/trTemE8iUz",1,7.41E-06,1,7.41E-06
1571,Democrat?,1,7.41E-06,1,7.41E-06
1575,https://t.co/trTemE8iUz,1,7.41E-06,1,7.41E-06
1576,"Here we go again, another Con Job by the Do Nothing Democrats. All of this work was supposed to be done by the House, not the Senate!",1,7.41E-06,1,7.41E-06
1583,"One of the greatest trade deals ever made! Also good for China and our long term relationship. 250 Billion Dollars will be coming back to our Country, and we are now in a great position for a Phase Two start. There has never been anything like this in U.S. history! USMCA NEXT!",1,7.41E-06,1,7.41E-06
1590,relationship.,1,7.41E-06,1,7.41E-06
1596,NEXT!,1,7.41E-06,1,7.41E-06
1597,"Cryinâ€™ Chuck Schumer is saying privately that the new China Trade Deal is  unbelievable, which it is, but publicly he knocks it whenever possible. Thatâ€™s politics, but so bad for our great Country!",1,7.41E-06,1,7.41E-06
1602,"unbelievable,",1,7.41E-06,1,7.41E-06
1605,knocks,1,7.41E-06,1,7.41E-06
1612,â€œThere is no crime here. I just think this whole thing should be rejected out of hand. I wouldnâ€™t waste a minute of taxpayer dollars or time on this. Entertaining this Impeachment is a joke.â€ Laura Ingraham @IngrahamAngle @FoxNews,1,7.41E-06,1,7.41E-06
1625,joke.â€,1,7.41E-06,1,7.41E-06
1627,Ingraham,1,7.41E-06,1,7.41E-06
1629,"The farmers are really happy with the new China Trade Deal and the soon to be signed deal with Mexico and Canada, but I hope the thing they will most remember is the fact that I was able to take massive incoming Tariff money and use it to help them get through the tough times!",1,7.41E-06,1,7.41E-06
1639,Tariff,1,7.41E-06,1,7.41E-06
1643,"This is a total disgrace, but just another reason that Iâ€™m going to win Michigan again! https://t.co/XrqveOvYcG",1,7.41E-06,1,7.41E-06
1648,https://t.co/XrqveOvYcG,1,7.41E-06,1,7.41E-06
1649,Amazon Calls 'Profiles in Corruption' the 'Most Anticipated' Nonfiction Book https://t.co/sOQcs3OHS4 via @BreitbartNews,1,7.41E-06,1,7.41E-06
1652,'Profiles,1,7.41E-06,1,7.41E-06
1653,Corruption',1,7.41E-06,1,7.41E-06
1654,'Most,1,7.41E-06,1,7.41E-06
1655,Anticipated',1,7.41E-06,1,7.41E-06
1656,Nonfiction,1,7.41E-06,1,7.41E-06
1658,https://t.co/sOQcs3OHS4,1,7.41E-06,1,7.41E-06
1661,I JUST GOT IMPEACHED FOR MAKING A PERFECT PHONE CALL!,1,7.41E-06,1,7.41E-06
1664,IMPEACHED,1,7.41E-06,1,7.41E-06
1668,PHONE,1,7.41E-06,1,7.41E-06
1669,CALL!,1,7.41E-06,1,7.41E-06
1670,"PROMISES MADE, PROMISES KEPT! #KeepAmericaGreat2020ðŸ‡ºðŸ‡¸ https://t.co/CheEfoFUBT",1,7.41E-06,1,7.41E-06
1674,#KeepAmericaGreat2020ðŸ‡ºðŸ‡¸,1,7.41E-06,1,7.41E-06
1675,https://t.co/CheEfoFUBT,1,7.41E-06,1,7.41E-06
1676,â€œThe GOA got it exactly backwards. Hereâ€™s what they said. The law does not permit the President to substitute his own policy priorities to those Congress has enacted into law. Itâ€™s exactly the opposite. The Constitution does not allow Congress to substitute its own priorities....,1,7.41E-06,1,7.41E-06
1677,GOA,1,7.41E-06,1,7.41E-06
1678,backwards.,1,7.41E-06,1,7.41E-06
1686,priorities,1,7.41E-06,1,7.41E-06
1687,enacted,1,7.41E-06,1,7.41E-06
1692,priorities....,1,7.41E-06,1,7.41E-06
1693,....for the foreign policies of the President.â€ @AlanDersh Alan Dershowitz @seanhannity @FoxNews  They do what the House asks. The Swamp!,1,7.41E-06,1,7.41E-06
1698,@AlanDersh,1,7.41E-06,1,7.41E-06
1700,Dershowitz,1,7.41E-06,1,7.41E-06
1702,asks.,1,7.41E-06,1,7.41E-06
1704,"â€œYears from now, when we look back at this day, nobodyâ€™s going to remember Nancyâ€™s cheap theatrics, they will remember though how President Trump brought the Chinese to the bargaining table and delivered achievements few ever thought were possible.â€ @IngrahamAngle @FoxNews",1,7.41E-06,1,7.41E-06
1705,â€œYears,1,7.41E-06,1,7.41E-06
1708,nobodyâ€™s,1,7.41E-06,1,7.41E-06
