id,x,y,cluster_id,text,year,
1.31175E+18,30.81654739,-58.57284164,0,THANK YOU! #MAGA https://t.co/nGfbRmfmG7,2020,"rgb(150,150,150)"
1.31178E+18,38.3805809,-65.93016815,0,Thank you! https://t.co/dheOB0YlFz,2020,"rgb(150,150,150)"
1.31271E+18,37.80516815,-37.69463348,0,Thank you so much! https://t.co/UL6P5lRjZI,2020,"rgb(150,150,150)"
1.31351E+18,39.30902481,-65.24533081,0,THANK YOU! https://t.co/NvawGFpSIl,2020,"rgb(150,150,150)"
1.31383E+18,26.1037941,-41.24990463,0,Proud of you Natalie! https://t.co/YVCZqo256D,2020,"rgb(150,150,150)"
1.31384E+18,35.20019531,-71.30480957,0,Thank you Heather! https://t.co/uba9TPFpAD,2020,"rgb(150,150,150)"
1.31384E+18,37.93672562,-65.61704254,0,Thank you! https://t.co/3HTLWgn6Dt,2020,"rgb(150,150,150)"
1.3147E+18,39.36300278,-36.47359848,0,Thank you @SenatorDole. So true! https://t.co/U9fOCSJP35,2020,"rgb(150,150,150)"
1.31596E+18,38.48671341,-65.12358856,0,Thank you! https://t.co/6MRdXZ74AQ,2020,"rgb(150,150,150)"
1.31596E+18,37.7453804,-64.99626923,0,Thank you!!! https://t.co/1H2Fyp8xs8,2020,"rgb(150,150,150)"
1.31596E+18,48.31344986,-31.66330338,0,No thanks! https://t.co/wEyrvoKWr1,2020,"rgb(150,150,150)"
1.31597E+18,37.31922531,-37.18048477,0,"Thank you, so nice! https://t.co/7GlapStrEB",2020,"rgb(150,150,150)"
1.31618E+18,26.70100021,-66.33209229,0,"Thank you Johnstown, Pennsylvania! https://t.co/mdHfNODJCT",2020,"rgb(150,150,150)"
1.31656E+18,28.44112587,-59.20133591,0,THANK YOU IOWA! #MAGA https://t.co/cD5CaGu1cr,2020,"rgb(150,150,150)"
1.31684E+18,23.28048706,-60.50410461,0,THANK YOU NORTH CAROLINA! https://t.co/4epZQPjfi7,2020,"rgb(150,150,150)"
1.31704E+18,38.31835556,-65.94302368,0,Thank you! https://t.co/XIEd0dSEvA,2020,"rgb(150,150,150)"
1.31706E+18,38.67668533,-65.23547363,0,Thank you! https://t.co/ceq1n14MYa,2020,"rgb(150,150,150)"
1.31723E+18,25.97143555,-62.85607529,0,"THANK YOU OCALA, FLORIDA! https://t.co/w6KmVYR6kA",2020,"rgb(150,150,150)"
1.31727E+18,26.4900074,-64.73239136,0,"THANK YOU MACON, GEORGIA! https://t.co/jjnVrVgQWY",2020,"rgb(150,150,150)"
1.3176E+18,27.91909981,-64.21465302,0,THANK YOU MICHIGAN!  https://t.co/gsFSgh2KPc https://t.co/P2shx6YQBq,2020,"rgb(150,150,150)"
1.31764E+18,28.24302101,-65.6749115,0,THANK YOU WISCONSIN! https://t.co/qpU4baSJRO,2020,"rgb(150,150,150)"
