id,x,y,cluster_id,text,tokens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21433E+18,-0.916707754,20.69201279,3,"....If however, the city or state in question is willing to acknowledge responsibility, and politely asks for help from the Federal Government, we will very seriously consider getting involved in order to make those poorly run Democrat Cities Great Again!",....If,"however,",the,city,or,state,in,question,is,willing,to,acknowledge,"responsibility,",and,politely,asks,for,help,from,the,Federal,"Government,",we,will,very,seriously,consider,getting,involved,in,order,to,make,those,poorly,run,Democrat,Cities,Great,Again!,,,,,,,,,,,,,,,,,,,
1.21454E+18,3.912348747,-5.399051189,3,Great interview with @GOPLeader Kevin McCarthy on @foxandfriends. â€œThere was no urgency with the Articles of Impeachment because there was no case.â€,Great,interview,with,@GOPLeader,Kevin,McCarthy,on,@foxandfriends.,â€œThere,was,no,urgency,with,the,Articles,of,Impeachment,because,there,was,no,case.â€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21462E+18,-29.59262085,-9.421085358,7,"Had a very good meeting with @kbsalsaud of Saudi Arabia. We discussed Trade, Military, Oil Prices, Security, and Stability in the Middle East!",Had,a,very,good,meeting,with,@kbsalsaud,of,Saudi,Arabia.,We,discussed,"Trade,","Military,",Oil,"Prices,","Security,",and,Stability,in,the,Middle,East!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21474E+18,-21.64504242,11.84047222,7,"All is well! Missiles launched from Iran at two military bases located in Iraq. Assessment of casualties &amp, damages taking place now. So far, so good! We have the most powerful and well equipped military anywhere in the world, by far! I will be making a statement tomorrow morning.",All,is,well!,Missiles,launched,from,Iran,at,two,military,bases,located,in,Iraq.,Assessment,of,casualties,"&amp,",damages,taking,place,now.,So,"far,",so,good!,We,have,the,most,powerful,and,well,equipped,military,anywhere,in,the,"world,",by,far!,I,will,be,making,a,statement,tomorrow,morning.,,,,,,,,,,
1.21524E+18,27.80517197,-52.58790588,6,WINRED! https://t.co/G09J35NVVj,WINRED!,https://t.co/G09J35NVVj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21525E+18,-6.801851273,-1.49790442,7,"Pelosi doesnâ€™t want to hand over The Articles of Impeachment, which were fraudulently produced by corrupt politicians like Shifty Schiff in the first place, because after all of these years of investigations and persecution, they show no crimes and are a joke and a scam!",Pelosi,doesnâ€™t,want,to,hand,over,The,Articles,of,"Impeachment,",which,were,fraudulently,produced,by,corrupt,politicians,like,Shifty,Schiff,in,the,first,"place,",because,after,all,of,these,years,of,investigations,and,"persecution,",they,show,no,crimes,and,are,a,joke,and,a,scam!,,,,,,,,,,,,,,
1.21525E+18,-42.94737244,-16.11617661,4,PRESIDENTIAL HARASSMENT!,PRESIDENTIAL,HARASSMENT!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21526E+18,-1.882648349,-12.99511337,4,"Hope that all House Republicans will vote against Crazy Nancy Pelosiâ€™s War Powers Resolution. Also, remember her â€œspeed &amp, rushâ€ in getting the Impeachment Hoax voted on &amp, done. Well, she never sent the Articles to the Senate. Just another Democrat fraud. Presidential Harassment!",Hope,that,all,House,Republicans,will,vote,against,Crazy,Nancy,Pelosiâ€™s,War,Powers,Resolution.,"Also,",remember,her,â€œspeed,"&amp,",rushâ€,in,getting,the,Impeachment,Hoax,voted,on,"&amp,",done.,"Well,",she,never,sent,the,Articles,to,the,Senate.,Just,another,Democrat,fraud.,Presidential,Harassment!,,,,,,,,,,,,,,,
1.21527E+18,-28.62615395,-3.303047657,7,"Breaking News: The Fifth Circuit Court of Appeals just reversed a lower court decision &amp, gave us the go ahead to build one of the largest sections of the desperately needed Southern Border Wall, Four Billion Dollars. Entire Wall is under construction or getting ready to start!",Breaking,News:,The,Fifth,Circuit,Court,of,Appeals,just,reversed,a,lower,court,decision,"&amp,",gave,us,the,go,ahead,to,build,one,of,the,largest,sections,of,the,desperately,needed,Southern,Border,"Wall,",Four,Billion,Dollars.,Entire,Wall,is,under,construction,or,getting,ready,to,start!,,,,,,,,,,,,
1.21529E+18,-20.49700737,33.59148407,3,"STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 409Kâ€™S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?",STOCK,MARKET,AT,ALL-TIME,HIGH!,HOW,ARE,YOUR,409Kâ€™S,DOING?,"70%,","80%,",90%,up?,Only,50%,up!,What,are,you,doing,wrong?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
