id,x,y,cluster_id
1212175360093220000,17.254121780395508,-40.07551574707031,0
1212177432452690000,-13.081925392150879,17.000507354736328,0
1212180752936370000,-45.31410598754883,-2.643842935562134,9
1212182267113680000,-13.433623313903809,33.061092376708984,5
1212184310389850000,-48.802650451660156,-23.272239685058594,3
1212209862094010000,63.62200164794922,17.672096252441406,1
1212547186506050000,-53.34736251831055,6.710654258728027,8
1212548289515650000,11.595423698425293,8.257177352905273,9
1212550610429580000,14.56999683380127,-11.071468353271484,7
1212552402798350000,-9.207365989685059,42.81892776489258,5
1212565864584760000,29.15768051147461,1.9250777959823608,9
1212730938683200000,-8.05699348449707,-22.830852508544922,0
1212730940197350000,5.242064476013184,-30.266626358032227,0
1212734794762780000,4.144707202911377,-3.342764139175415,7
1212734798365620000,4.641712665557861,-1.648332953453064,7
1212924762827040000,63.62200164794922,17.672096252441406,1
1213078681750570000,20.14236831665039,-3.229511260986328,7
1213096351296290000,6.199469566345215,-30.798585891723633,0
1213096352072290000,19.635986328125,-8.426570892333984,7
1213115183507390000,3.293868064880371,-33.12062454223633,0
1213115187160630000,21.059595108032227,-18.643428802490234,7
1213119187075430000,11.205470085144043,23.59880828857422,9
1213145418093220000,-1.5102293491363525,-6.230858325958252,0
1213145418944660000,29.691150665283203,-10.647067070007324,7
1213145424795700000,10.912572860717773,2.1589856147766113,7
1213149806488690000,-1.5103659629821777,-6.230832099914551,0
1213149807948310000,29.70706558227539,-10.640937805175781,7
1213149809378570000,10.912609100341797,2.158985137939453,7
1213316570606420000,63.62200164794922,17.672096252441406,1
1213474475250980000,-45.87987518310547,-35.57154846191406,8
1213585005986950000,18.686616897583008,-2.734417676925659,7
1213593965838160000,6.461367130279541,-31.06403160095215,0
1213593974679760000,5.93725061416626,-31.698328018188477,7
1213593975732520000,0.3657730221748352,-35.9657096862793,0
1213684819537930000,30.129817962646484,-1.0696280002593994,7
1213689342272650000,-3.1232311725616455,-36.02669143676758,0
1213919480574810000,7.782203674316406,-22.328725814819336,7
1214179198056690000,13.979310035705566,-7.826972484588623,7
1214193106423360000,-8.21983814239502,-23.245254516601562,0
1214194843246820000,-2.923431158065796,-16.11918830871582,7
1214197038063240000,20.64862823486328,-3.326580047607422,7
1214230745176320000,63.62200164794922,17.672096252441406,1
1214230768278470000,63.62200164794922,17.672096252441406,1
1214333364204970000,-20.220556259155273,-19.534116744995117,0
1214333364997690000,14.976034164428711,-26.79867935180664,7
1214345971947180000,-37.467708587646484,12.592803955078125,2
1214513143021520000,-12.249298095703125,50.12693786621094,9
1214538977866330000,-3.415048360824585,-6.412605285644531,0
1214624074724460000,-25.06041717529297,-29.720979690551758,8
1214739853025390000,-0.015578149817883968,-35.94544982910156,0
